"country_name_short"	"Country"	"Parlgov.Party.Abbrev"	"Parlgov.Party.Name.English"	"Parlgov.Party.Name"	"party_name_ascii"	"family_name_short"	"family_name"	"left_right"	"state_market"	"liberty_authority"	"eu_anti_pro"	"cmp"	"euprofiler"	"ees"	"castles_mair"	"huber_inglehart"	"ray"	"benoit_laver"	"Recommended.CHES.party.id"	"country_id"	"ParlGov.party.id"	"family_id"	"CSIS.CHES.party.id"
"POL"	"Poland"	"NKWW"	"National Voters Committee"	"Narodowy Komitet Wyborczy Wyborców"	"Narodowy Komitet Wyborczy Wyborcow"	"chr"	"Christian democracy"	6.2	5.7	7.2	8.3	NA	NA	NA	NA	NA	NA	NA	NA	74	1678	3	NA
"POL"	"Poland"	"O"	"Catholic Election Committee Homeland"	"Katolicki Komitet Wyborczy Ojczyzna"	"Katolicki Komitet Wyborczy Ojczyzna"	"chr"	"Christian democracy"	6.2	5.7	7.2	8.3	NA	NA	NA	NA	NA	NA	NA	NA	74	1709	3	NA
"POL"	"Poland"	"PC"	"Centre Agreement"	"Porozumienie Centrum"	"Porozumienie Centrum"	"chr"	"Christian democracy"	5.5556	5.7	7.2	8.3	92521	NA	NA	NA	3005	NA	NA	NA	74	369	3	NA
"POL"	"Poland"	"PCD"	"Party of Christian Democrats"	"Partia Chrzescijanskich Demokratów"	"Partia Chrzescijanskich Demokratow"	"chr"	"Christian democracy"	6.2	5.7	7.2	8.3	92522	NA	NA	NA	NA	NA	NA	NA	74	696	3	NA
"POL"	"Poland"	"PJKM"	"Platform of Janusz Korwin-Mikke"	"Platforma Janusza Korwin-Mikke"	"Platforma Janusza Korwin-Mikke"	"con"	"Conservative"	7.4	6.4	6.9	7.8	NA	NA	NA	NA	NA	NA	NA	NA	74	1716	26	NA
"POL"	"Poland"	"PL"	"Peasant Alliance"	"Porozumenie Ludowe"	"Porozumenie Ludowe"	"agr"	"Agrarian"	3.3333	4.9	6.7	5.5	92810	NA	NA	NA	3002	NA	NA	NA	74	619	2	NA
"POL"	"Poland"	"PO"	"Civic Platform"	"Platforma Obywatelska"	"Platforma Obywatelska"	"con"	"Conservative"	6.2355	8.236	3.7102	9.3705	92435	228	1616435	NA	NA	NA	2980	2603	74	512	26	2603
"POL"	"Poland"	"PPG"	"Polish Economic Program [Large Beer]"	"Polski Program Gospodarczy [Duze Piwo]"	"Polski Program Gospodarczy [Duze Piwo]"	"lib"	"Liberal"	6	6.7	3.5	8.8	92433	NA	NA	NA	NA	NA	NA	NA	74	1691	6	NA
"POL"	"Poland"	"PR"	"Poland Together"	"Polska Razem"	"Polska Razem"	"con"	"Conservative"	7.4	6.4	6.9	7.8	NA	NA	NA	NA	NA	NA	NA	NA	74	2331	26	2615
"POL"	"Poland"	"PSL"	"Polish Peasants' Party"	"Polskie Stronnictwo Ludowe"	"Polskie Stronnictwo Ludowe"	"agr"	"Agrarian"	4.1856	2.8942	6.5491	5.3573	92811	229	1616811	NA	3002	NA	3006	2606	74	664	2	2606
"POL"	"Poland"	"PZPR"	"Polish United Workers' Party"	"Polska Zjednoczone Partia Robotnicza"	"Polska Zjednoczone Partia Robotnicza"	"com"	"Communist/Socialist"	1.3	1.4	3	3.3	NA	NA	NA	NA	NA	NA	NA	NA	74	1077	14	NA
"POL"	"Poland"	"PZZ"	"Polish Western Union"	"Polski Zwiazek Zachodni"	"Polski Zwiazek Zachodni"	"com"	"Communist/Socialist"	1.3	1.4	3	3.3	92711	NA	NA	NA	NA	NA	NA	NA	74	1074	14	NA
"POL"	"Poland"	"PiS"	"Law and Justice"	"Prawo i Sprawiedliwosc"	"Prawo i Sprawiedliwosc"	"con"	"Conservative"	7.6997	4.0466	8.2514	5.4813	92436	230	1616436	NA	NA	NA	3032	2605	74	528	26	2605
"POL"	"Poland"	"PjN"	"Poland is the Most Important"	"Polska jest Najwazniejsza"	"Polska jest Najwazniejsza"	"con"	"Conservative"	7.4	6.4	6.9	7.8	NA	NA	NA	NA	NA	NA	NA	NA	74	1679	26	NA
"POL"	"Poland"	"PrRz"	"Republic Right Party"	"Prawica Rzeczypospolitej"	"Prawica Rzeczypospolitej"	"con"	"Conservative"	7.4	6.4	6.9	7.8	NA	355	NA	NA	NA	NA	NA	NA	74	1283	26	NA
"POL"	"Poland"	"RAS"	"Movement for Silesian Autonomy"	"Ruch Autonomii Slaska"	"Ruch Autonomii Slaska"	"spec"	"Special issue"	NA	NA	NA	NA	92952	NA	NA	NA	NA	NA	NA	NA	74	1208	16	NA
"POL"	"Poland"	"RKN"	"Catholic-National Movement"	"Ruch Katolicko-Narodowy"	"Ruch Katolicko-Narodowy"	"right"	"Right-wing"	8.7	5.9	8.6	2.4	NA	NA	NA	NA	NA	NA	NA	NA	74	322	40	NA
"POL"	"Poland"	"RN"	"National Movement "	"Ruch Narodowy"	"Ruch Narodowy"	"right"	"Right-wing"	8.7	5.9	8.6	2.4	NA	NA	NA	NA	NA	NA	NA	NA	74	2398	40	NA
"POL"	"Poland"	"ROP"	"Movement for the Reconstruction of Poland"	"Ruch Odbudowy Polski"	"Ruch Odbudowy Polski"	"con"	"Conservative"	5.7895	5.2632	6.9	2.6316	92621	NA	NA	NA	NA	NA	3058	NA	74	148	26	NA
"POL"	"Poland"	"RP"	"Your (Palikot's) Movement"	"Twój Ruch (Palikota)"	"Twoj Ruch (Palikota)"	"lib"	"Liberal"	6	6.7	3.5	8.8	NA	NA	NA	NA	NA	NA	NA	NA	74	1945	6	2613
"POL"	"Poland"	"RdR"	"Movement for the Republic"	"Ruch dla Rzeczypospolitej"	"Ruch dla Rzeczypospolitej"	"chr"	"Christian democracy"	6.2	5.7	7.2	8.3	92523	NA	NA	NA	NA	NA	NA	NA	74	1710	3	NA
"POL"	"Poland"	"S"	"Solidarnosc"	"Solidarnosc"	"Solidarnosc"	"soc"	"Social democracy"	3.3	3.5	3.6	8.1	92320	NA	NA	NA	NA	NA	NA	NA	74	108	11	NA
"POL"	"Poland"	"SD"	"Democratic Party"	"Stronnictwo Demokratyczne"	"Stronnictwo Demokratyczne"	"com"	"Communist/Socialist"	1.3	1.4	3	3.3	92211	NA	NA	NA	NA	NA	NA	2612	74	1216	14	2612
"POL"	"Poland"	"SDPL"	"Social Democracy of Poland"	"Socjaldemokracja Polska"	"Socjaldemokracja Polska"	"soc"	"Social democracy"	3	4.67	1.43	8.5667	NA	NA	NA	NA	NA	NA	NA	2611	74	1140	11	2611
"POL"	"Poland"	"SLD"	"Democratic Left Alliance"	"Sojusz Lewicy Demokratycznej"	"Sojusz Lewicy Demokratycznej"	"soc"	"Social democracy"	2.8299	3.8505	1.8801	9.0872	92210	231	1616210	NA	3001	NA	3102	2601	74	629	11	2601
"POL"	"Poland"	"SP"	"United Poland"	"Solidarna Polska"	"Solidarna Polska"	"right"	"Right-wing"	8.7	5.9	8.6	2.4	NA	NA	NA	NA	NA	NA	NA	NA	74	2372	40	2616
"POL"	"Poland"	"SRP"	"Self-Defense of the Republic Poland"	"Samoobrona Rzeczypospolitej Polskiej"	"Samoobrona Rzeczypospolitej Polskiej"	"agr"	"Agrarian"	3.997	2.008	7.3253	2.1473	92622	384	NA	NA	NA	NA	3076	2604	74	207	2	2604
"POL"	"Poland"	"SoPr"	"Labour Solidarity"	"Solidarnosc Pracy"	"Solidarnosc Pracy"	"soc"	"Social democracy"	3.3	3.5	3.6	8.1	92321	NA	NA	NA	NA	NA	NA	NA	74	18	11	NA
"POL"	"Poland"	"UP"	"Labour Union"	"Unia Pracy"	"Unia Pracy"	"soc"	"Social democracy"	2.0348	1.8898	1.3726	8.7816	92322	NA	NA	NA	NA	NA	3128	2602	74	838	11	2602
"POL"	"Poland"	"UPR"	"Real Politics Union"	"Unia Polityki Realnej"	"Unia Polityki Realnej"	"con"	"Conservative"	9.7368	9.4737	8.1579	2.3684	92432	382	NA	NA	NA	NA	3154	NA	74	1549	26	NA
"POL"	"Poland"	"UPRz"	"Union of the Right of the Republic Poland"	"Unia Prawicy Rzeczypospolitej"	"Unia Prawicy Rzeczypospolitej"	"con"	"Conservative"	7.4	6.4	6.9	7.8	NA	NA	NA	NA	NA	NA	NA	NA	74	264	26	NA
"POL"	"Poland"	"WAK"	"Catholic Election Action"	"Wyborcza Akcja Katolicka"	"Wyborcza Akcja Katolicka"	"chr"	"Christian democracy"	7.5	5.7	7.2	8.3	92530	NA	NA	NA	3007	NA	NA	NA	74	1018	3	NA
"POL"	"Poland"	"X"	"Party X"	"Partia X"	"Partia X"	"spec"	"Special issue"	NA	NA	NA	NA	92712	NA	NA	NA	NA	NA	NA	NA	74	181	16	NA
"POL"	"Poland"	"ZChN"	"Christian National Union"	"Zjednoczenie Chrzescijansko-Narodowe"	"Zjednoczenie Chrzescijansko-Narodowe"	"con"	"Conservative"	7.4	6.4	6.9	7.8	NA	NA	NA	NA	NA	NA	NA	NA	74	1758	26	NA
"POL"	"Poland"	"ZSL"	"United People's Party"	"Zjednoczone Stronnictwo Ludowe"	"Zjednoczone Stronnictwo Ludowe"	"agr"	"Agrarian"	5.1	4.9	6.7	5.5	NA	NA	NA	NA	NA	NA	NA	NA	74	822	2	NA
"POL"	"Poland"	"etc"	"others"	"others"	"others"	"none"	"no family"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	74	1091	12	NA
"POL"	"Poland"	"no-seat"	"no seat"	"no seat"	"no seat"	"none"	"no family"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	74	2053	12	NA
"POL"	"Poland"	"none"	"no party affiliation"	"no party affiliation"	"no party affiliation"	"none"	"no family"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	74	1011	12	NA
"POL"	"Poland"	"one-seat"	"one seat"	"one seat"	"one seat"	"none"	"no family"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	74	2287	12	NA
"POL"	"Poland"	"todo"	"to be coded"	"to be coded"	"to be coded"	"none"	"no family"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	74	414	12	NA
"PRT"	"Portugal"	"AD"	"Democratic Alliance"	"Aliança Democrática"	"Alianca Democratica"	"lib"	"Liberal"	6	6.7	3.5	8.8	NA	NA	NA	NA	NA	NA	NA	NA	63	1543	6	NA
"PRT"	"Portugal"	"APU"	"United People Alliance"	"Aliança Povo Unido"	"Alianca Povo Unido"	"com"	"Communist/Socialist"	1.3	1.4	3	3.3	NA	NA	NA	NA	NA	NA	NA	NA	63	11	14	NA
"PRT"	"Portugal"	"ASDI"	"Independent Social Democrats"	"Associação Social Democrata Independente"	"Associacao Social Democrata Independente"	"soc"	"Social democracy"	3.3	3.5	3.6	8.1	35316	NA	NA	NA	NA	NA	NA	NA	63	622	11	NA
"PRT"	"Portugal"	"BE"	"Bloc of the Left"	"Bloco de Esquerda"	"Bloco de Esquerda"	"com"	"Communist/Socialist"	1.6425	1.9526	1.267	3.7018	35211	232	1620211	NA	NA	NA	7632	1208	63	557	14	1208
"PRT"	"Portugal"	"CDS-PP"	"Democratic and Social Centre -- People's Party"	"Centro Democrático e Social – Partido Popular"	"Centro Democratico e Social -- Partido Popular"	"chr"	"Christian democracy"	8.0222	8.1963	8.9916	4.3909	35314	233	1620314	NA	3104	1202	7650	1202	63	251	3	1202
"PRT"	"Portugal"	"CDU"	"Unified Democratic Coalition"	"Coligação Democrático Unitária"	"Coligacao Democratico Unitaria"	"com"	"Communist/Socialist"	2.2233	1.48	2.6433	3.2	35229	234	1620229	NA	NA	1201	NA	1201	63	1295	14	1201
"PRT"	"Portugal"	"FRS"	"Republican and Socialist Front"	"Frente Republicana e Socialista"	"Frente Republicana e Socialista"	"soc"	"Social democracy"	3.3	3.5	3.6	8.1	NA	NA	NA	NA	NA	NA	NA	NA	63	1290	11	NA
"PRT"	"Portugal"	"FSP"	"People's Socialist Front"	"Frente Socialista Popular"	"Frente Socialista Popular"	"com"	"Communist/Socialist"	1.3	1.4	3	3.3	NA	NA	NA	NA	NA	NA	NA	NA	63	601	14	NA
"PRT"	"Portugal"	"ID"	"Democratic Intervention"	"Intervençao Democrática"	"Intervencao Democratica"	"soc"	"Social democracy"	3.3	3.5	3.6	8.1	35315	NA	NA	NA	NA	NA	NA	NA	63	889	11	NA
"PRT"	"Portugal"	"L"	"Livre"	"Livre – Liberdade, Esquerda, Europa e Ecologia"	"Livre -- Liberdade, Esquerda, Europa e Ecologia"	"soc"	"Social democracy"	3.3	3.5	3.6	8.1	NA	NA	NA	NA	NA	NA	NA	NA	63	2374	11	NA
"PRT"	"Portugal"	"MDP"	"Democratic Movement"	"Movimento Democrático Português"	"Movimento Democratico Portugues"	"soc"	"Social democracy"	3.3	3.5	3.6	2.5	35310	NA	NA	NA	NA	1212	NA	NA	63	1281	11	NA
"PRT"	"Portugal"	"MEP"	"Hope for Portugal Movement"	"Movimento Esperança Portugal"	"Movimento Esperanca Portugal"	"lib"	"Liberal"	6	6.7	3.5	8.8	NA	235	NA	NA	NA	NA	NA	NA	63	925	6	NA
"PRT"	"Portugal"	"MES"	"Movement of Socialist Left"	"Movimento de Esquerda Socialista"	"Movimento de Esquerda Socialista"	"com"	"Communist/Socialist"	1.3	1.4	3	3.3	NA	NA	NA	NA	NA	NA	NA	NA	63	1508	14	NA
"PRT"	"Portugal"	"MPT"	"Earth Party"	"Partido da Terra"	"Partido da Terra"	"eco"	"Green/Ecologist"	2.6	2.6	1.7	6.6	NA	NA	NA	NA	NA	NA	NA	NA	63	2373	19	NA
"PRT"	"Portugal"	"PAN"	"Party for Animals and Nature"	"Partido pelos Animais e pela Natureza"	"Partido pelos Animais e pela Natureza"	"eco"	"Green/Ecologist"	2.6	2.6	1.7	6.6	NA	NA	NA	NA	NA	NA	NA	NA	63	1781	19	NA
"PRT"	"Portugal"	"PCP"	"Portuguese Communist Party"	"Partido Comunista Português"	"Partido Comunista Portugues"	"com"	"Communist/Socialist"	2.1754	1.6343	1.6291	2.0461	35220	NA	NA	NA	3101	1209	7668	NA	63	514	14	NA
"PRT"	"Portugal"	"PCTP/MRPP"	"Communist Party of the Portuguese Workers / Reorganizative Movement of the Party of the Proletariat"	"Comunista dos Trabalhadores Portugueses / Movimento Reorganizativo do Partido do Proletariado"	"Comunista dos Trabalhadores Portugueses / Movimento Reorganizativo do Partido do Proletariado"	"com"	"Communist/Socialist"	1.3	1.4	3	3.3	NA	237	NA	NA	NA	NA	NA	NA	63	281	14	NA
"PRT"	"Portugal"	"PDC"	"Christian Democratic Peoples Party"	"Partido da Democracia Cristã"	"Partido da Democracia Crista"	"chr"	"Christian democracy"	6.2	5.7	7.2	5.8333	NA	NA	NA	NA	NA	1210	NA	NA	63	427	3	NA
"PRT"	"Portugal"	"PEV"	"Ecology Party -- Greens"	"Partido Ecologista – Os Verdes"	"Partido Ecologista -- Os Verdes"	"eco"	"Green/Ecologist"	1.6579	2.1711	1.3158	3.8596	35110	NA	NA	NA	NA	1213	7686	NA	63	1535	19	NA
"PRT"	"Portugal"	"POUS"	"Workers Party of Socialist Unity"	"Partido Operário de Unidade Socialista"	"Partido Operario de Unidade Socialista"	"com"	"Communist/Socialist"	1.3	1.4	3	3.3	NA	NA	NA	NA	NA	NA	NA	NA	63	375	14	NA
"PRT"	"Portugal"	"PPM"	"Popular Monarchist Party"	"Partido Popular Monárquico"	"Partido Popular Monarquico"	"con"	"Conservative"	7.4	6.4	6.9	5	35710	244	NA	NA	NA	1203	NA	NA	63	107	26	NA
"PRT"	"Portugal"	"PRD"	"Democratic Renewal Party"	"Partido Renovador Democrático"	"Partido Renovador Democratico"	"soc"	"Social democracy"	3.3	3.5	3.6	8.3333	35312	NA	NA	NA	NA	1204	NA	NA	63	341	11	NA
"PRT"	"Portugal"	"PS"	"Socialist Party"	"Partido Socialista"	"Partido Socialista"	"soc"	"Social democracy"	4.0492	4.2716	3.5411	9.2233	35311	246	1620311	NA	3102	1205	7704	1205	63	725	11	1205
"PRT"	"Portugal"	"PSD"	"Social Democratic Party"	"Partido Social Democrata"	"Partido Social Democrata"	"lib"	"Liberal"	6.2949	6.8488	7.0224	8.4691	35313	245	1620313	NA	3103	1206	7722	1206	63	1273	6	1206
"PRT"	"Portugal"	"PSN"	"National Solidarity Party"	"Partido da Solidariedade Nacional"	"Partido da Solidariedade Nacional"	"spec"	"Special issue"	NA	NA	NA	7.5	35951	NA	NA	NA	NA	1207	NA	NA	63	82	16	NA
"PRT"	"Portugal"	"PSR"	"Revolutionary Socialist Party"	"Partido Socialista Revolucionário"	"Partido Socialista Revolucionario"	"com"	"Communist/Socialist"	1.3	1.4	3	1.3833	NA	NA	NA	NA	NA	1208	NA	NA	63	998	14	NA
"PRT"	"Portugal"	"Ref"	"Reformists"	"Reformadores"	"Reformadores"	"com"	"Communist/Socialist"	1.3	1.4	3	3.3	NA	NA	NA	NA	NA	NA	NA	NA	63	1772	14	NA
"PRT"	"Portugal"	"UDP"	"Popular Democratic Union"	"União Democrática Popular"	"Uniao Democratica Popular"	"com"	"Communist/Socialist"	1.3	1.4	3	1.95	35210	NA	NA	NA	NA	1211	NA	NA	63	260	14	NA
"PRT"	"Portugal"	"UEDS"	"Leftwing Union for the Socialist Democracy"	"União da Esquerda para a Democracia Socialista"	"Uniao de Esquerda para a Democracia Socialista"	"soc"	"Social democracy"	3.3	3.5	3.6	8.1	35317	NA	NA	NA	NA	NA	NA	NA	63	565	11	NA
"PRT"	"Portugal"	"none"	"no party affiliation"	"no party affiliation"	"no party affiliation"	"none"	"no family"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	63	729	12	NA
"PRT"	"Portugal"	"one-seat"	"one seat"	"one seat"	"one seat"	"none"	"no family"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	63	2291	12	NA
"PRT"	"Portugal"	"todo"	"to be coded"	"to be coded"	""	"none"	"no family"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	63	1147	12	NA
"ROU"	"Romania"	"AUL"	"Alliance for Romanian Unity"	"Alianta pentru Unitatea Românilor"	"Alianta pentru Unitatea Romanilor"	"code"	"to be coded"	NA	NA	NA	NA	93719	NA	NA	NA	NA	NA	NA	NA	23	40	28	NA
"ROU"	"Romania"	"ApR"	"Alliance for Romania"	"Alianta pentru Romania"	"Alianta pentru Romania"	"soc"	"Social democracy"	3.3	3.5	3.6	8.1	NA	NA	NA	NA	NA	NA	NA	NA	23	2040	11	NA
"ROU"	"Romania"	"CDR"	"Romanian Democratic Convention"	"Conventia Democrata Româna"	"Conventia Democrata Romana"	"chr"	"Christian democracy"	6.29	6.71	4.43	9.7667	93411	NA	NA	NA	NA	NA	NA	2707	23	356	3	2707
"ROU"	"Romania"	"FC"	"Civic Force"	"For<U+021B>a Civica"	"Forta Civica"	"chr"	"Christian democracy"	6.2	5.7	7.2	8.3	NA	NA	NA	NA	NA	NA	NA	NA	23	2129	3	NA
"ROU"	"Romania"	"GDC"	"Democratic Group of the Centre"	"Grupul Democrat de Centru"	"Grupul Democrat de Centru"	"code"	"to be coded"	NA	NA	NA	NA	93529	NA	NA	NA	NA	NA	NA	NA	23	152	28	NA
"ROU"	"Romania"	"I-MD"	"Independent -- Mircea Diaconu"	"Mircea Diaconu"	"Mircea Diaconu"	"lib"	"Liberal"	6	6.7	3.5	8.8	NA	NA	NA	NA	NA	NA	NA	NA	23	2394	6	NA
"ROU"	"Romania"	"LRP"	"Liberal Reformist Party"	"Partidul Liberal Reformator"	"Partidul Liberal Reformator"	"lib"	"Liberal"	6	6.7	3.5	8.8	NA	NA	NA	NA	NA	NA	NA	NA	23	2401	6	NA
"ROU"	"Romania"	"MER"	"Romanian Ecological Movement"	"Miscarea Ecologista din Romania"	"Miscarea Ecologista din Romania"	"eco"	"Green/Ecologist"	2.6	2.6	1.7	6.6	93111	NA	NA	NA	NA	NA	NA	NA	23	1639	19	NA
"ROU"	"Romania"	"PAC"	"Party of the Civic Alliance"	"Partidul Alianta Civica"	"Partidul Alianta Civica"	"lib"	"Liberal"	4.4444	6.7	3.5	8.8	NA	NA	NA	NA	3203	NA	NA	NA	23	861	6	NA
"ROU"	"Romania"	"PAR"	"Alternative Party of Romania"	"Partidul Alternativa României"	"Partidul Alternativa Romaniei"	"con"	"Conservative"	7.4	6.4	6.9	7.8	NA	NA	NA	NA	NA	NA	NA	NA	23	2087	26	NA
"ROU"	"Romania"	"PC"	"Conservative Party"	"Partidul Conservator"	"Partidul Conservator"	"con"	"Conservative"	4.7622	4.7538	6.2779	8.2028	NA	NA	1642600	NA	NA	NA	3356	2702	23	5	26	2702
"ROU"	"Romania"	"PD"	"Democratic Party"	"Partidul Democrat"	"Partidul Democrat"	"lib"	"Liberal"	5.3875	5.1868	3.9647	9.5309	93322	NA	NA	NA	NA	NA	3226	2704	23	419	6	2704
"ROU"	"Romania"	"PD-L"	"Democratic Liberal Party"	"Partidul Democrat-Liberal"	"Partidul Democrat-Liberal"	"lib"	"Liberal"	5.3875	5.1868	3.9647	9.5309	NA	248	1642400	NA	NA	NA	3226	2704	23	958	6	NA
"ROU"	"Romania"	"PDAR"	"Democratic Agrarian Party of Romania"	"Partidul Democrat Agrar din România"	"Partidul Democrat Agrar din Romania"	"agr"	"Agrarian"	5.5556	4.9	6.7	5.5	93810	NA	NA	NA	3207	NA	NA	NA	23	1299	2	NA
"ROU"	"Romania"	"PER"	"Romanian Ecologist Party"	"Partidul Ecologist Român"	"Partidul Ecologist Roman"	"eco"	"Green/Ecologist"	2.6	2.6	1.7	6.6	93112	NA	NA	NA	NA	NA	NA	NA	23	792	19	NA
"ROU"	"Romania"	"PIN"	"National Initiative Party"	"Partidul Initiativa Nationala"	"Partidul Initiativa Nationala"	"con"	"Conservative"	7.4	6.4	6.9	7.8	NA	NA	NA	NA	NA	NA	NA	NA	23	1589	26	NA
"ROU"	"Romania"	"PL/DC"	"Liberal Party / Democratic Convention"	"Partidul Liberal / Conven<U+021B>ia Democrata"	"Partidul Liberal / Conventia Democrata"	"lib"	"Liberal"	6	6.7	3.5	8.8	NA	NA	NA	NA	NA	NA	NA	NA	23	2099	6	NA
"ROU"	"Romania"	"PLD"	"Liberal Democratic Party"	"Partidul Liberal Democrat"	"Partidul Liberal Democrat"	"lib"	"Liberal"	6.0543	7.245	3.5474	9.6079	93430	NA	NA	NA	3201	NA	3252	2705	23	1485	6	NA
"ROU"	"Romania"	"PMP"	"People's Movement Party"	"Partidul Mi<U+0219>carea Populara"	"Partidul Miscarea Populara"	"chr"	"Christian democracy"	6.2	5.7	7.2	8.3	NA	NA	NA	NA	NA	NA	NA	NA	23	2395	3	NA
"ROU"	"Romania"	"PNG-CD"	"New Generation Party -- Christian Democratic"	"Partidul Noua Generatie – Crestin Democrat"	"Partidul Noua Generatie -- Crestin Democrat"	"chr"	"Christian democracy"	6.2	5.7	7.2	8.3	NA	NA	NA	NA	NA	NA	NA	NA	23	1332	3	NA
"ROU"	"Romania"	"PNL"	"National Liberal Party"	"Partidul National Liberal"	"Partidul National Liberal"	"lib"	"Liberal"	6.0543	7.245	3.5474	9.6079	93430	249	1642401	NA	3201	NA	3252	2705	23	1015	6	2705
"ROU"	"Romania"	"PNL-C"	"National Liberal Party Campeanu"	"Partidul National Liberal Campeanu"	"Partidul National Liberal Campeanu"	"lib"	"Liberal"	6	6.7	3.5	8.8	NA	NA	NA	NA	NA	NA	NA	NA	23	2041	6	NA
"ROU"	"Romania"	"PNL-CD"	"National Liberal Party -- Democratic Convention"	"Partidul National Liberal – Conventia Democrata"	"Partidul National Liberal -- Conventia Democratica"	"con"	"Conservative"	7.4	6.4	6.9	7.8	NA	NA	NA	NA	NA	NA	NA	NA	23	2088	26	NA
"ROU"	"Romania"	"PNT-CD"	"Christian-Democratic National Peasants' Party"	"Partidul National Taranesc Crestin Democrat"	"Partidul National Taranesc Crestin Democrat"	"chr"	"Christian democracy"	5.5341	4.9393	6.8421	8.8158	93521	NA	1642800	NA	3205	NA	3278	NA	23	888	3	NA
"ROU"	"Romania"	"PP-DD"	"People's Party -- Dan Diaconescu"	"Partidul Poporului – Dan Diaconescu"	"Partidul Poporului -- Dan Diaconescu"	"com"	"Communist/Socialist"	1.3	1.4	3	3.3	NA	NA	NA	NA	NA	NA	NA	NA	23	2130	14	NA
"ROU"	"Romania"	"PPR"	"Party of Pensioners of Romania"	"Partidul Pensionarilor din Romania"	"Partidul Pensionarilor din Romania"	"spec"	"Special issue"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	2106	16	NA
"ROU"	"Romania"	"PRM"	"Greater Romania Party"	"Partidul România Mare"	"Partidul Romania Mare"	"right"	"Right-wing"	6.6618	2.1497	9.5131	4.9488	93712	251	1642700	NA	3209	NA	3304	2703	23	713	40	2703
"ROU"	"Romania"	"PS"	"Socialist Party"	"Partidul Socialist"	"Partidul Socialist"	"com"	"Communist/Socialist"	1.3	1.4	3	3.3	NA	NA	NA	NA	NA	NA	NA	NA	23	2104	14	NA
"ROU"	"Romania"	"PSD"	"Social Democratic Party"	"Partidul Social Democrat"	"Partidul Social Democrat"	"soc"	"Social democracy"	3.2325	2.4518	6.2794	8.6459	93221	252	1642300	NA	3202	NA	3330	2701	23	1120	11	2701
"ROU"	"Romania"	"PSDR"	"Romanian Social Democratic Party"	"Partidul Social Democrat Român"	"Partidul Social Democrat Roman"	"soc"	"Social democracy"	3.3	3.5	3.6	8.1	93320	NA	NA	NA	NA	NA	NA	NA	23	1601	11	NA
"ROU"	"Romania"	"PSM"	"Socialist Party of Labour"	"Partidul Socialist al Muncii"	"Partidul Socialist al Muncii"	"com"	"Communist/Socialist"	5.5556	1.4	3	3.3	93713	NA	NA	NA	3210	NA	NA	NA	23	562	14	NA
"ROU"	"Romania"	"PSMR"	"Romanian Socialist Party of Workers"	"Partidul Socialist Muncitoresc Roman"	"Partidul Socialist Muncitoresc Roman"	"com"	"Communist/Socialist"	1.3	1.4	3	3.3	NA	NA	NA	NA	NA	NA	NA	NA	23	2105	14	NA
"ROU"	"Romania"	"PSoDR"	"Romanian Socialist Democratic Party"	"Partidul Socialist Democrat Român"	"Partidul Socialist Democrat Roman"	"com"	"Communist/Socialist"	1.3	1.4	3	3.3	93222	NA	NA	NA	NA	NA	NA	NA	23	307	14	NA
"ROU"	"Romania"	"PUNR"	"Romanian National Unity Party"	"Partidul Unitatii Nationale a Romanilor"	"Partidul Unitatii Nationale a Romanilor"	"right"	"Right-wing"	5.5556	5.9	8.6	2.4	93711	NA	NA	NA	3208	NA	NA	NA	23	648	40	NA
"ROU"	"Romania"	"PaRe"	"Republican Party"	"Partidul Republican"	"Partidul Republican"	"code"	"to be coded"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	2098	28	NA
"ROU"	"Romania"	"PaRo"	"Party of the Roma"	"Partida Romilor"	"Partida Romilor"	"soc"	"Social democracy"	3.3	3.5	3.6	8.1	NA	NA	NA	NA	NA	NA	NA	NA	23	254	11	NA
"ROU"	"Romania"	"UDMR"	"Democratic Union of Hungarians in Romania"	"Uniunea Democrata Maghiara din România"	"Uniunea Democratica Maghiara din Romania"	"con"	"Conservative"	6.016	5.9825	3.8813	9.4801	93951	253	1642900	NA	NA	NA	3382	2706	23	948	26	2706
"ROU"	"Romania"	"UNPR"	"National Union for the Progress of Romania"	"Uniunea Nationala pentru Progresul României"	"Uniunea Nationala pentru Progresul Romaniei"	"soc"	"Social democracy"	3.3	3.5	3.6	8.1	NA	NA	NA	NA	NA	NA	NA	NA	23	2002	11	2709
"ROU"	"Romania"	"etnice"	"Romanian ethnic minorities parties"	"Partidele minoritatilor etnice din România"	"Partidele minoritatilor etnice din Romania"	"none"	"no family"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	425	12	NA
